ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y
ZEUS,54.26,91.01,28.01,57.76,Utilities,379318170,1.185709821
UVSP,35.61,19.58,92.96,49.38,Financials,750097916.8,0.807296385
USAP,57.45,73.3,72.29,67.68,Utilities,73451114.6,0.752215539
YNDX,71.07,83.84,8.61,54.51,Communication Services,11613679733,0.974112536
UCBI,79.48,21.99,85.66,62.38,Financials,3223160000,0.859371842
TZOO,19.45,54.03,14.34,29.27,Communication Services,90418215,1.25168953
VRM,68.69,12.01,55.85,45.52,Consumer,223667548.6,2.513274975
VG,67.17,75.58,78.93,73.89,Information Technology,5086190990,0.230737111
ULH,76.24,23.99,17.22,39.15,Industrials,544904441.1,0.767516132
VTVT,4,54.03,0.46,19.5,Health Care,57173264.5,1.149675011
VOD,98.28,99.54,36.12,77.98,Communication Services,42552147860,0.674312481
XFOR,11.04,30.98,29.74,23.92,Health Care,38221230.52,1.487613455
WATT,57.24,54.03,70.11,60.46,Industrials,78612620.99,1.613669671
WOOF,43.26,12.01,35.51,30.26,Consumer,5052733437,0.994512248
WDFC,17.78,12.01,91.03,40.27,Consumer,2504467463,0.488181116
WW,38.5,79.58,84.35,67.48,Consumer,689614181.3,1.131154598
VIRC,28.88,13.88,57.07,33.27,Industrials,44763623.94,0.470201137
XRTX,8.79,5.17,26.34,13.43,Health Care,14938140.05,0.475159427
WIRE,72.09,54.03,80.95,69.02,Industrials,2316028575,1.437900224
VRTX,87.94,93.03,74.97,85.32,Health Care,66939673280,0.4861273
WSFS,39.56,19.58,94.93,51.36,Financials,2538200789,0.872309352
VABK,21.99,16.13,97.82,45.31,Financials,177790926,0.178530814
VC,95.8,89.77,53.34,79.64,Consumer,2926380709,1.58219461
ZG,55.65,75.58,47.9,59.71,Financials,10014292639,1.421090539
WAVD,58.92,8.59,50.96,39.49,Information Technology,78398030.44,1.356332115
VWE,22.9,12.01,39.16,24.69,Consumer,624930377,0.734705705
ZUMZ,70.77,30.98,69.76,57.17,Consumer,737773933.5,1.683531125
VRNA,12.74,5.17,37.01,18.3,Health Care,235435391.1,0.716820182
YORW,88.35,81.51,87.59,85.82,Utilities,553441865.9,0.405176975
VIA,5.52,54.03,47.47,35.67,Utilities,259222965.5,0.520821052
XRX,98.58,98.38,56.28,84.41,Information Technology,2705238567,1.65243586
UCTT,86.58,54.03,68.74,69.78,Information Technology,1422767071,2.198831356
XGN,18.74,30.98,20.16,23.29,Health Care,98345702.4,1.09284451
WPRT,95.09,98.23,67.17,86.83,Industrials,192236937.1,1.711279215
VOXX,54.56,23.61,7.4,28.52,Consumer,184797012.4,1.33303661
WSTG,32.73,30.98,57.8,40.5,Information Technology,152585436.5,0.601543871
VSAT,94.07,78.67,61.85,78.2,Information Technology,2785565678,0.719228822
WWD,52.28,13.88,51.62,39.26,Industrials,6922587674,0.939784001
TBK,37.84,85.99,68.69,64.18,Financials,1771692696,1.690007403
WB,40.98,10.56,3.6,18.38,Communication Services,5400707538,1.095659224
ZGNX,6.99,54.03,9.88,23.63,Health Care,11613679733,0.289863149
VCEL,64.03,54.03,36.68,51.58,Health Care,1409182891,1.709319358
WIX,68.44,54.03,53.65,58.7,Information Technology,4590128224,1.560462813
WEN,45.34,89.77,79.94,71.68,Consumer,4206592636,0.773473638
VIRT,43.01,75.58,24.37,47.65,Financials,5028953136,0.329534159
WRAP,57.95,17.48,1.11,25.52,Information Technology,106032970.9,1.154335749
VWTR,58,44.55,32.67,45.08,Industrials,287308367.2,0.797117843
ZVO,66.46,70.74,91.59,76.27,Consumer,24519512.88,0.380832013
YTEN,57.04,30.98,68.59,52.2,Health Care,14141934.67,0.840256626
VRNS,65.6,87.72,44.88,66.07,Information Technology,4784755823,1.651805461
XLNX,96.66,93.03,61.35,83.68,Information Technology,11613679733,1.374622778
XSPA,20.21,12.01,14.49,15.57,Consumer,90336663.74,1.412355953
TBNK,49.44,30.98,69.15,49.86,Financials,210699113.1,0.259684413
VSEC,79.23,81.64,66.46,75.78,Industrials,537004212.6,1.109853971
WYNN,37.99,81.31,92.55,70.62,Consumer,8312505882,1.58165453
ZION,43.11,2.08,87.54,44.24,Financials,8628349480,1.279007947
UEIC,79.58,92.1,23.61,65.1,Consumer,380542472.7,0.799393912
WTBA,72.39,38.93,69.35,60.22,Financials,411627471.8,0.755035868
WKHS,1.77,0.46,61.04,21.09,Consumer,477776372.8,1.567606571
XXII,15.05,43.95,63.93,40.97,Consumer,320846303.7,2.459539429
WRLD,38.1,54.03,71.07,54.4,Financials,1275069420,1.360137867
WERN,80.85,54.03,83.18,72.69,Industrials,2576287415,0.608633112
YY,42.35,69.88,0.96,37.73,Communication Services,2879051057,1.661819974
VIRX,11.04,54.03,30.29,31.79,Health Care,99718808.84,1.982464911
ZYNE,12.74,54.03,34.3,33.69,Health Care,63687321.38,1.204985471
VXRT,1.47,19.58,5.37,8.81,Health Care,479078023.7,1.612761472
TBPH,18.34,66.44,81.41,55.4,Health Care,773437772.7,0.680666598
WTFC,80.04,38.93,85.31,68.09,Financials,5047443346,1.083223508
XBIT,14.49,22.87,41.64,26.33,Health Care,234991203,1.113012165
XNCR,47.37,30.98,63.88,47.41,Health Care,1548643905,1.000017939
ZM,77.66,75.58,96.91,83.38,Information Technology,31345200083,1.368293508
WLDN,44.63,80.4,93.11,72.71,Industrials,362228840,0.540389744
YELL,79.89,98.68,99.59,92.72,Industrials,240463488.4,2.3507447
XCUR,1.32,30.98,5.88,12.72,Health Care,15717488.26,1.740730534
WTRH,27.15,54.03,6.18,29.12,Consumer,43645770.19,1.840421077
ZYXI,26.44,66.44,16.62,36.5,Health Care,241304885.6,0.827045779
TCBI,51.22,2.08,22.14,25.14,Financials,2674636023,1.112599839
Z,55.65,75.58,47.9,59.71,Financials,10014292639,1.355260594
WETF,35.36,30.98,72.59,46.31,Financials,826598400,1.114190137
XOMA,48.94,66.44,78.22,64.53,Health Care,220966539.8,1.003346105
ZNGA,41.89,17.53,75.94,45.12,Communication Services,9484885668,0.515311749
XEL,87.44,92.05,88.1,89.19,Utilities,39579954148,0.247329068
YMAB,16.36,54.03,8.51,26.3,Health Care,393871167.9,1.750169011
XPEL,24.82,12.01,60.79,32.54,Consumer,1255544786,1.206682508
ZBRA,52.03,95.57,81.05,76.22,Information Technology,20045172548,1.495492727
WEYS,75.84,70.74,18.09,54.89,Consumer,229878078.1,0.479097443
ZD,87.03,19.58,16.46,41.02,Communication Services,4225952362,1.255645152
